of	666.0
dats	4.0
wud	3.0
thunder	1.0
time	142.0
rogh	1.0
;‑)	1.0
ppz	1.0
yout	1.0
beşiktaş	1.0
forget	12.0
pm	2.0
scuba	1.0
hehhehehe	1.0
irritate	38.0
love	264.0
noodles	1.0
wants	7.0
fuckk	1.0
forgotten	4.0
cruel	3.0
bottle	2.0
together	8.0
paul	1.0
admit	5.0
evrything	1.0
countries	1.0
fri	1.0
words	28.0
cheese	4.0
boym	1.0
nah	13.0
separately	1.0
marks	1.0
freaking	2.0
mock	2.0
callin	1.0
eventually	1.0
ı	3.0
♡	2.0
dt	1.0
bullying	1.0
thoughtful	1.0
:‑(	1.0
birthday	6.0
wet	1.0
periods	1.0
forgets	1.0
falling	3.0
leather	2.0
gold	2.0
belong	7.0
demand	2.0
outta	5.0
poem	3.0
fits	1.0
hefe	1.0
keeper	1.0
ya	50.0
tis	1.0
cisco	1.0
,	831.0
smells	1.0
choice	9.0
supernatural	1.0
wheather	1.0
randi	1.0
off	232.0
liquer	2.0
babes	3.0
additional	1.0
mclaren	1.0
language	35.0
physically	3.0
joffery	1.0
rommate	2.0
excuses	1.0
tc	1.0
issue	2.0
views	5.0
rudeas	1.0
hesitate	2.0
deaf	1.0
fries	1.0
forwarded	1.0
american	4.0
yukkkkk	1.0
obsessed	1.0
madarchod	1.0
teling	1.0
kindness	1.0
dependents	1.0
lavish	1.0
meat	1.0
bc	8.0
lovly	2.0
booty	1.0
popcorn	3.0
algebra	1.0
sauce	2.0
hardcore	1.0
ctupid	1.0
adopted	2.0
cleverbot	1.0
roam	1.0
woke	3.0
classmate	1.0
selfie	5.0
radium	1.0
chhheeee	1.0
child	5.0
mep	1.0
tempered	1.0
allowed	5.0
7	3.0
old	11.0
100	3.0
brain	17.0
ii	2.0
list	5.0
laughed	2.0
haaa	1.0
medical	3.0
moths	1.0
yummy	1.0
hang	4.0
zindagi	2.0
destroy	4.0
laughs	1.0
deeply	4.0
guy	18.0
existence	4.0
filled	2.0
butt	3.0
do	2368.0
throw	4.0
awwwweee	2.0
couple	1.0
hut	3.0
criteria	1.0
performances	1.0
relationships	2.0
node	1.0
tune	4.0
explorer	2.0
report	4.0
birth	4.0
any1	1.0
hahaa	2.0
faking	1.0
☝	6.0
people	130.0
chatbot	6.0
larry	1.0
slang	3.0
burden	1.0
ok	394.0
wy	1.0
italian	1.0
bird	8.0
drinking	3.0
ukw	1.0
yashu	1.0
june	1.0
surprising	1.0
concerned	2.0
justdo	1.0
caat	1.0
colour	5.0
twister	1.0
sob	2.0
over	38.0
jao	1.0
bitchy	3.0
rudely	1.0
k	35.0
back	72.0
mug	2.0
95$	1.0
yours	7.0
:o	9.0
profound	1.0
treat	3.0
antiope	1.0
everything	34.0
afterall	1.0
score	3.0
dialogue	1.0
awful	7.0
worry	11.0
dhoka	1.0
selfless	1.0
ferari	1.0
battle	1.0
arrow	1.0
rplies	1.0
chinos	1.0
trawen	1.0
lyf	1.0
cn	5.0
unfortunately	1.0
frightens	1.0
wasen	1.0
integer	1.0
greatest	1.0
mentality	2.0
india	20.0
16	3.0
nature	2.0
random	4.0
pweh	1.0
means	42.0
fps	5.0
lies	11.0
evening	1.0
upto	3.0
pleaae	1.0
min	4.0
breakfast	1.0
tw	2.0
coupon	2.0
unsuccessful	1.0
lonely	5.0
cortana	4.0
fuc	1.0
suffer	2.0
wut	1.0
middle	2.0
damsel	1.0
cheated	13.0
sounds	7.0
tweak	1.0
insult	11.0
happier	1.0
order	1.0
proud	4.0
aree	1.0
be	374.0
cities	2.0
remember	19.0
yikes	1.0
sem	1.0
movie	28.0
vampire	1.0
wannna	1.0
0	8.0
titans	1.0
area	1.0
contact	7.0
curse	2.0
abtbur	1.0
from	162.0
snow	4.0
drinks	1.0
pottypiece	1.0
fast	6.0
enter	1.0
aperture	1.0
buy	11.0
wrking	1.0
mayb	1.0
betch	1.0
exist	7.0
virtual	2.0
fabulous	1.0
test	5.0
decent	2.0
mysterious	1.0
ganguly	1.0
reason	24.0
kitchen	4.0
duet	1.0
wna	1.0
egoistic	1.0
recyclable	1.0
lakh	1.0
handsome	1.0
dam	1.0
followed	5.0
tastes	1.0
afraid	7.0
vaginal	1.0
miserable	1.0
bandwagon	1.0
lost	303.0
lying	9.0
unhappy	1.0
emotion	1.0
grade	1.0
band	4.0
milk	3.0
changed	6.0
failure	6.0
breathing	1.0
jamuns	1.0
#offended	1.0
reach	2.0
horri	1.0
unique	1.0
break	19.0
picec	1.0
decide	2.0
engineers	1.0
unable	1.0
roboy	3.0
rubbish	11.0
signaling	2.0
arr	1.0
yoda	2.0
somthing	1.0
today	53.0
right	109.0
dance	7.0
barca	2.0
wid	7.0
regularly	1.0
plwase	1.0
kanna	1.0
arguing	2.0
developer	1.0
is	1506.0
belve	2.0
ourselves	1.0
cries	1.0
letters	1.0
imagination	1.0
sex	3.0
mountains	1.0
fools	1.0
because	333.0
friendly	5.0
in	387.0
green	3.0
sun	3.0
lemme	3.0
kkrh	1.0
boredom	2.0
joshi	1.0
whip	1.0
tld	1.0
nonveg	3.0
superior	2.0
anything	83.0
hibberish	1.0
playing	13.0
understand	86.0
ad	1.0
faced	1.0
co	1.0
roast	1.0
weary	19.0
chatbox	1.0
̇	2.0
patient	1.0
remedy	1.0
brains	2.0
key	1.0
ha	14.0
gain	5.0
t460s	1.0
citizen	1.0
mine	16.0
realized	3.0
😖	4.0
corporate	1.0
ton	1.0
frustrate	1.0
gonna	75.0
ly	1.0
state	6.0
kidding	17.0
sali	1.0
hawww	1.0
rabbit	1.0
createar	1.0
subscribed	1.0
stronger	1.0
recognised	1.0
between	5.0
frustration	2.0
da	5.0
ofcourse	6.0
texting	13.0
intentionally	2.0
brinjal	1.0
prude	1.0
ryan	1.0
little	21.0
adding	2.0
docs	1.0
chutiya	2.0
tone	5.0
indeed	2.0
credited	1.0
sign	5.0
___	2.0
ashamed	4.0
bannerlord	1.0
girlfriend	48.0
infact	1.0
except	7.0
calls	3.0
hippy	1.0
now	365.0
expense	1.0
subjects	2.0
pepper	1.0
😐	10.0
drools	1.0
byeeeeeeeeee	1.0
lel	2.0
content	5.0
began	1.0
clapping	3.0
education	2.0
messengers	1.0
loving	2.0
🐝	1.0
truthful	1.0
linear	1.0
mood	15.0
matter	18.0
where	84.0
cya	1.0
ship	4.0
busiest	1.0
whiny	1.0
assume	2.0
siddharth	2.0
clear	3.0
shush	1.0
substitute	1.0
marble	1.0
friendship	7.0
heaven	5.0
l0ve	1.0
comouter	1.0
voted	1.0
side	7.0
cant	36.0
experience	3.0
05	1.0
emogi	1.0
trick	2.0
shady	2.0
steam	36.0
bucks	3.0
christmas	2.0
yeah	121.0
upset	8.0
roman	1.0
supposed	13.0
🐺	1.0
yet	13.0
parts	1.0
:-s	1.0
destruction	1.0
convince	2.0
fuckoff	1.0
favor	1.0
birthdays	3.0
husband	3.0
then	319.0
operate	1.0
earned	1.0
waiting	12.0
touched	1.0
rofl	1.0
important	16.0
internet	10.0
sizzling	1.0
keeping	4.0
indicating	1.0
crap	19.0
whosover	1.0
xnxx	1.0
makes	24.0
fucking	102.0
finger	1.0
monts	1.0
mon	1.0
sport	1.0
apologise	1.0
plans	3.0
jusr	1.0
overrated	2.0
africans	1.0
those	24.0
byeee	1.0
pakistan	1.0
sweetie	2.0
disrespected	2.0
creation	1.0
adobe	1.0
tal	1.0
jar	1.0
voice	6.0
phd	1.0
store	3.0
along	2.0
anyone	30.0
cheaper	1.0
saw	9.0
tht	13.0
shithole	1.0
there	116.0
wart	1.0
heat	3.0
offff	1.0
computing	1.0
unamused	57.0
meadows	1.0
consequence	1.0
hands	7.0
wil	1.0
nooo	1.0
feep	1.0
totally	13.0
jstu	1.0
early	2.0
actual	4.0
inteligent	1.0
vl	1.0
cena	1.0
hit	8.0
punk	3.0
nothiny	1.0
stream	1.0
lied	5.0
seat	1.0
walk	5.0
sore	1.0
basically	1.0
flattered	1.0
adopt	1.0
herd	1.0
akon	1.0
#	1.0
mocking	1.0
itself	6.0
lyric	1.0
pedo	1.0
:‑)	2.0
sweet	14.0
story	15.0
eye	2.0
methods	1.0
face	1022.0
roboty	1.0
cook	1.0
fu*k	1.0
incapable	1.0
youself	1.0
mah	1.0
^_^	7.0
disappointed	28.0
commitments	1.0
telugu	1.0
madness	1.0
):	1.0
something	77.0
fiction	2.0
wakarimasen	1.0
idc	1.0
argue	3.0
without	13.0
savoring	3.0
mud	1.0
interviewed	1.0
many	42.0
dream	4.0
heard	6.0
shower	1.0
go	293.0
up	254.0
tail	3.0
weren	2.0
ears	2.0
make	116.0
whey	1.0
bee	1.0
issues	1.0
cakes	2.0
potter	1.0
sing	9.0
matches	1.0
boyfriends	1.0
ummmm	1.0
loudly	32.0
usual	1.0
beleving	1.0
fever	1.0
raise	1.0
absolutely	5.0
settings	1.0
willing	1.0
lame	85.0
bestest	1.0
aswell	1.0
tlk	4.0
balloon	1.0
park	1.0
rule	1.0
dollars	1.0
starring	1.0
creeping	2.0
(	21.0
joke	48.0
football	10.0
why	1046.0
eles	1.0
anyway	20.0
lovely	4.0
owwwwwww	1.0
proof	3.0
swift	1.0
seldom	1.0
used	6.0
disconnect	1.0
completely	5.0
messed	3.0
juat	1.0
appropriate	3.0
licking	1.0
hairs	1.0
chef	2.0
lose	8.0
desi	1.0
forgetting	2.0
city	6.0
developers	4.0
expressionless	32.0
opinions	2.0
patterns	1.0
miserya	1.0
hopeless	2.0
dat	4.0
siri	6.0
see	121.0
slobbering	1.0
lights	1.0
saali	1.0
yer	1.0
all	199.0
misinterpreted	2.0
terrorist	1.0
goto	1.0
liers	1.0
equivalent	1.0
few	11.0
patch	2.0
giving	11.0
simply	6.0
headddd	1.0
check	7.0
bobble	1.0
assholes	1.0
ignorant	3.0
horizon	1.0
please	200.0
niw	1.0
keep	39.0
police	1.0
clown	2.0
salman	5.0
xd	17.0
lunch	2.0
picking	1.0
whoo	1.0
exit	1.0
pronunciation	1.0
augmented	1.0
sais	2.0
angry	539.0
full	20.0
programmers	1.0
acceptable	1.0
receipts	1.0
girls	13.0
what	1412.0
wats	1.0
sort	1.0
nope	57.0
hair	6.0
due	5.0
winning	1.0
made	53.0
achieved	1.0
ahve	1.0
wasted	1.0
bio	5.0
jokessssss	1.0
mission	2.0
privacy	1.0
ninja	1.0
everywhere	4.0
evr	1.0
picture	37.0
pop	1.0
sexually	1.0
note	1.0
:‑[	2.0
ones	5.0
urdu	2.0
aaah	1.0
creating	5.0
edgy	1.0
incidentally	1.0
shutting	1.0
addressed	1.0
ryt	2.0
dose	23.0
smash	1.0
players	3.0
would	120.0
somebody	7.0
pig	7.0
pretty	24.0
resist	2.0
dedication	1.0
educated	1.0
dan	1.0
fed	3.0
pass	6.0
sufferings	1.0
n	38.0
respect	7.0
quoting	1.0
diving	1.0
blamed	1.0
bought	6.0
red	18.0
fell	7.0
sarcasm	9.0
nicks	1.0
related	4.0
planning	5.0
💎	1.0
reality	1.0
play	25.0
mature	1.0
bimbo	1.0
multiply	1.0
doesnst	1.0
domestic	1.0
floor	4.0
disturbed	3.0
ledha	1.0
thant	1.0
trash	46.0
fringe	1.0
twilight	1.0
incident	1.0
jokes	40.0
yold	1.0
vine	1.0
tat	1.0
grab	1.0
hol	2.0
bluff	1.0
instead	6.0
asifa	1.0
farm	1.0
sometime	2.0
cesc	1.0
hahaha	15.0
stunning	2.0
cognac	1.0
star	5.0
mum	2.0
corpus	1.0
height	4.0
patner	1.0
deserve	16.0
pzzzz	1.0
algo	1.0
fact	12.0
sushi	4.0
able	7.0
spoke	1.0
marley	1.0
broo	1.0
forcing	1.0
dining	2.0
cll	1.0
presenters	1.0
scrolling	1.0
scotish	1.0
nose	37.0
punch	9.0
curlier	1.0
properly	12.0
stip	2.0
delicate	1.0
dates	1.0
elf	3.0
lyng	1.0
hhh	4.0
here	78.0
lovers	2.0
alwaya	1.0
sneaker	1.0
prapose	1.0
including	1.0
plate	1.0
parties	1.0
perfectly	1.0
irritatingne	1.0
elon	2.0
underworld	1.0
fireworks	1.0
monkey	2.0
heck	2.0
decided	1.0
emessage	1.0
coffee	9.0
shy	7.0
brother	68.0
generous	1.0
products	2.0
biryani	2.0
sistem	1.0
loser	11.0
yas	1.0
irritating	212.0
chips	1.0
promise	8.0
thin	3.0
tiffin	1.0
truing	1.0
schooler	1.0
burger	1.0
to	2071.0
000	1.0
cheep	2.0
gotta	4.0
walkman	1.0
mail	5.0
cannot	12.0
thousands	1.0
eelings	1.0
barely	1.0
trueee	1.0
happiness	7.0
helps	1.0
whare	1.0
months	1.0
till	11.0
slap	26.0
amuse	1.0
yourself	55.0
waves	2.0
rlt	1.0
psychology	1.0
helpless	1.0
providing	1.0
proves	2.0
mentioned	1.0
whale	1.0
telling	31.0
msgd	1.0
word	29.0
muscles	1.0
table	1.0
wagging	1.0
theres	2.0
commute	1.0
clarification	1.0
bachchan	1.0
discussed	1.0
understanding	11.0
fails	1.0
brk	1.0
society	4.0
beach	6.0
wen	3.0
tablet	1.0
alls	1.0
bob	1.0
poorly	1.0
orignal	1.0
;	11.0
jovial	1.0
wow	28.0
digital	1.0
lal	1.0
myelf	1.0
yum	1.0
exams	13.0
own	22.0
iphone5s	1.0
panty	1.0
friends_q2b	1.0
aw	2.0
while	18.0
fought	1.0
sophesticated	1.0
indian	12.0
ridiculous	6.0
pounding	2.0
everyday	2.0
college	17.0
plane	2.0
intentions	1.0
thanking	1.0
yoy	2.0
addressing	1.0
interogating	1.0
kanye	1.0
messing	1.0
sequel	2.0
conversations	4.0
aha	1.0
takes	1.0
nor	3.0
diamond	1.0
hahahahaha	2.0
cares	6.0
hers	1.0
laier	1.0
papers	2.0
son	10.0
tomm	1.0
bass	1.0
bands	1.0
ending	4.0
exiting	1.0
yrs	1.0
had	33.0
common	12.0
around	13.0
develop	1.0
seinfeld	2.0
practical	1.0
wanting	1.0
phosphade	1.0
correction	1.0
rudeness	2.0
ambassador	2.0
cause	67.0
lair	1.0
tightly	1.0
grinning	92.0
viva	1.0
balaya	1.0
sciencemba	1.0
attitude	6.0
awe	1.0
therefore	2.0
cs	1.0
smirking	8.0
above	6.0
games	6.0
jobs	1.0
kufe	1.0
grass	1.0
devastated	1.0
d	104.0
asians	1.0
kana	1.0
sry	4.0
romantic	1.0
ordering	1.0
contradictory	1.0
wishing	1.0
interview	1.0
next	10.0
boards	1.0
wallpaper	1.0
devo	1.0
boared	1.0
>;	1.0
weeks	2.0
useless	31.0
dogs	5.0
operating	1.0
spill	3.0
effing	1.0
heavinly	1.0
obvious	5.0
$#	1.0
sensibly	1.0
morning	6.0
elses	1.0
down	28.0
reject	2.0
8	11.0
hub	1.0
misunderstood	2.0
cup	3.0
earlier	5.0
scary	12.0
mondays	4.0
um	7.0
pattern	1.0
rn	3.0
moron	4.0
flipkart	2.0
firstly	1.0
based	1.0
joy	123.0
shirt	3.0
tafseer	1.0
borat	2.0
poet	1.0
kick	3.0
:0	1.0
bills	2.0
interesting	21.0
thanked	1.0
group	1.0
parten	1.0
stupidity	6.0
turn	3.0
step	3.0
courtesy	2.0
neural	1.0
teef	1.0
;‑]	1.0
engineering	1.0
punya	1.0
ph	1.0
might	13.0
kiddin	1.0
untill	1.0
pinch	3.0
ω	2.0
hotels	2.0
lelly	1.0
iwill	2.0
heh	2.0
obtuse	2.0
sunglasses	1.0
reap	1.0
:‑/	13.0
ake	1.0
sorta	2.0
whp	1.0
sticker	2.0
25	1.0
stronh	1.0
opereter	1.0
beacous	1.0
haye	2.0
carrot	1.0
proved	2.0
laugh	15.0
labeling	1.0
original	2.0
learn	21.0
disgust	1.0
insecure	3.0
legit	1.0
viewpoint	1.0
dirty	3.0
sits	1.0
besides	1.0
rejection	1.0
smarter	3.0
ideas	3.0
provider	2.0
+	12.0
wnt	6.0
bchfhmnvcffgghhjkhhggfvb	1.0
cons	1.0
v	5.0
appointment	1.0
english	28.0
ot	1.0
banglore	2.0
doomed	2.0
opens	1.0
protect	2.0
sleep	51.0
feelings	24.0
yeahh	2.0
judgment	1.0
birtch	1.0
spilt	1.0
heyyyy	2.0
final	1.0
apex	1.0
hat	4.0
tumble	1.0
individual	1.0
worng	1.0
screen	3.0
earnin	1.0
drunk	1.0
theory	6.0
computation	1.0
memory	4.0
fussing	1.0
interfere	1.0
bell	1.0
huuh	1.0
tragic	1.0
rang	1.0
alia	2.0
lesser	1.0
ido	1.0
uwrong	1.0
isp	1.0
british	1.0
dumbest	1.0
porn	1.0
graduation	1.0
packages	1.0
ice	4.0
car	8.0
supid	1.0
female	5.0
program	11.0
🏻	4.0
ewho	1.0
extending	1.0
characters	2.0
urself	7.0
pug	1.0
babe	5.0
dearrr	1.0
shrug	2.0
kid	7.0
doing	41.0
begin	1.0
mary	1.0
christensen	1.0
ra	1.0
al	73.0
during	3.0
edited	1.0
united	1.0
thenkyu	1.0
sin	1.0
significant	1.0
grammar	4.0
gangs	1.0
magic	1.0
ability	1.0
brownies	1.0
smaller	1.0
live	12.0
swedish	1.0
adorable	1.0
details	2.0
pefok	1.0
pouting	282.0
hhhh	1.0
waisting	2.0
moust	1.0
loose	1.0
dating	1.0
track	2.0
slangs	1.0
active	1.0
line	5.0
mostly	2.0
bhai	1.0
forever	22.0
commend	1.0
'	448.0
63	1.0
snapping	1.0
far	17.0
em	4.0
stamp	1.0
murgi	3.0
atupid	1.0
bitch	135.0
loop	1.0
conclude	1.0
txt	3.0
fun	33.0
playin	1.0
hel	1.0
modd	1.0
interact	1.0
accompany	1.0
bugg	1.0
number	19.0
blue	7.0
camera	1.0
gift	5.0
nerd	1.0
anyonr	2.0
record	1.0
ummm	2.0
af	6.0
flower	1.0
watever	2.0
disturb	45.0
depressed	3.0
talking	288.0
g	7.0
advising	1.0
devote	1.0
sudden	1.0
incredibly	1.0
colors	1.0
judgement	1.0
max	1.0
lassie	1.0
kno	1.0
either	22.0
helping	5.0
focuses	1.0
hidden	1.0
dairy	2.0
selfies	3.0
yee	1.0
planet	3.0
atmosphere	1.0
gibberish	5.0
hats	1.0
creators	9.0
ho	2.0
^^^	2.0
selfishes	1.0
bhagat	1.0
faithful	1.0
slapping	1.0
punches	1.0
and	646.0
🎈	1.0
nicely	1.0
gadhaa	1.0
baby	46.0
honesty	3.0
dough	1.0
lego	1.0
depression	1.0
color	6.0
latter	2.0
beans	3.0
mirror	2.0
shoe	1.0
week	10.0
dreaming	1.0
imp	1.0
md	1.0
til	1.0
.	3303.0
__	2.0
waht	1.0
accepting	2.0
attending	2.0
mba	1.0
unshared	1.0
nonono	1.0
thhis	1.0
associated	1.0
sister	9.0
linked	1.0
personal	4.0
them	59.0
morons	1.0
rush	3.0
grow	2.0
friends_q4a	1.0
becuz	2.0
relations	1.0
taking	14.0
animal	2.0
umm	6.0
complain	2.0
earn	2.0
message	131.0
peeps	1.0
bae	1.0
download	3.0
owner	2.0
lameness	1.0
5	16.0
lately	1.0
fat	11.0
bedtime	1.0
late	14.0
building	3.0
chamical	1.0
yu	4.0
power	3.0
agreed	3.0
sound	10.0
fanboy	1.0
ancient	1.0
dae	1.0
humour	4.0
philosophers	1.0
understainding	1.0
naw	1.0
arranged	1.0
adult	1.0
satisfied	1.0
de	1.0
match	2.0
this	370.0
web	1.0
hangover	2.0
😴	4.0
ages	1.0
reports	1.0
iff	1.0
worth	4.0
harami	1.0
man	49.0
our	13.0
want	415.0
messaging	7.0
tuesday	1.0
technical	2.0
arm	1.0
nickname	1.0
apologize	5.0
stupied	1.0
horrible	5.0
gfrnd	1.0
gives	1.0
khh	1.0
roll	2.0
service	4.0
extra	1.0
foolish	8.0
doze	1.0
ogopdegopjgopejogjoemgoesjfo	1.0
bring	3.0
cadbury	1.0
defeat	1.0
dear	10.0
turned	4.0
ahaha	1.0
heartless	1.0
charge	5.0
suck	16.0
senses	1.0
mr	4.0
uhhh	2.0
later	13.0
os	1.0
kapoor	3.0
shunned	1.0
dicks	2.0
peath	1.0
poom	2.0
fly	2.0
wah	1.0
shud	5.0
kinda	14.0
robort	1.0
ruined	2.0
lives	2.0
screw	6.0
bitches	1.0
scientist	2.0
limit	1.0
help	38.0
finally	3.0
orange	3.0
turtles	1.0
educating	1.0
character	6.0
inch	2.0
though	32.0
spot	2.0
wife	2.0
stickers	1.0
aww	13.0
☺	3.0
installed	1.0
formal	1.0
taxi	1.0
harm	1.0
objectionable	1.0
whi	1.0
scolded	1.0
astonished	2.0
proven	1.0
aaaaaanh	1.0
making	42.0
cus	1.0
mistake	9.0
alive	7.0
effect	1.0
loong	1.0
wonder	2.0
owe	4.0
giant	2.0
likely	1.0
😵	1.0
turtle	1.0
suggesting	1.0
carsh	1.0
discarded	1.0
player	3.0
responsibility	1.0
phto	1.0
hoe	1.0
dislikes	1.0
typing	3.0
stressed	2.0
bieber	3.0
chair	7.0
combination	2.0
proper	6.0
special	9.0
fucks	2.0
husted	1.0
scripted	1.0
fantastic	3.0
eco	2.0
finding	1.0
panama	1.0
differently	1.0
managed	1.0
😳	2.0
write	13.0
hahahaha	4.0
greedy	3.0
bros	1.0
born	4.0
achu	1.0
revenge	1.0
no	667.0
3	10.0
hugs	2.0
erase	1.0
fucken	1.0
wholesome	1.0
funnnnyyyy	1.0
balls	3.0
dumb	116.0
baords	2.0
monster	3.0
sayings	1.0
bruv	1.0
mentoring	1.0
donor	1.0
lesson	1.0
device	2.0
cheeks	2.0
idiots	9.0
look	40.0
benefit	1.0
areeyyyyyyyyyyy	1.0
come	67.0
smartass	1.0
friday	2.0
shuffle	1.0
equal	2.0
photographer	1.0
mama	3.0
groot	1.0
halla	1.0
strong	8.0
muddy	1.0
patience	1.0
controls	1.0
hrll	1.0
smthin	1.0
written	2.0
jeez	1.0
pee	1.0
hide	2.0
skanky	1.0
któw	1.0
international	2.0
jurassic	1.0
professional	2.0
stupididty	1.0
confused	15.0
faulty	1.0
unrealistic	1.0
🐬	1.0
wizard	1.0
hap	1.0
beyond	3.0
offer	1.0
prove	9.0
whut	1.0
scale	1.0
get	436.0
studio	1.0
ash	1.0
gorgeous	1.0
goodbye	11.0
include	1.0
science	14.0
mention	3.0
chatting	28.0
stand	5.0
lasagna	1.0
jawb	1.0
accept	7.0
pull	2.0
directly	3.0
ikr	4.0
nerds	3.0
need	117.0
hold	3.0
sips	1.0
inhate	1.0
sisters	1.0
reasons	7.0
undrstnd	1.0
dominos	1.0
driving	1.0
grammatical	1.0
slept	1.0
logic	4.0
invited	1.0
mutual	5.0
chosen	1.0
blame	3.0
bbye	3.0
apple	2.0
congratulations	1.0
email	1.0
virtue	1.0
50	3.0
sol	1.0
viju	1.0
answrr	1.0
programmer	5.0
tjhell	1.0
offfffffff	1.0
reasoning	1.0
probably	16.0
pagal	1.0
dunno	7.0
actors	2.0
hater	2.0
usually	5.0
onwards	3.0
jb	1.0
cats	11.0
given	5.0
asking	64.0
carry	2.0
dime	2.0
plain	3.0
deep	4.0
restaurant	1.0
oh	199.0
hug	3.0
claiming	2.0
janeman	1.0
fix	8.0
donkey	1.0
lover	1.0
ask	91.0
disgusting	9.0
follow	5.0
alrays	1.0
49	1.0
rain	4.0
intention	2.0
egg	4.0
oof	1.0
aged	1.0
marketed	1.0
thts	4.0
research	1.0
act	5.0
n0w	1.0
spend	4.0
preeti	1.0
paranoid	1.0
happened	35.0
previously	1.0
or	244.0
secret	7.0
it	1131.0
oow	2.0
updating	1.0
creations	1.0
sour	1.0
regret	2.0
gee	1.0
relate	1.0
doodle	1.0
passion	1.0
wonderful	1.0
shiting	1.0
channel	2.0
accident	1.0
mental	3.0
photodon	2.0
chingari	1.0
vakil	1.0
becoz	6.0
17	3.0
ahh	9.0
spoked	1.0
basterd	1.0
luhhhhhhh	1.0
ugliest	1.0
wbu	1.0
neighbors	1.0
shoes	1.0
musk	1.0
expectations	1.0
officially	1.0
repeat	3.0
malayalam	1.0
ip	1.0
sticks	1.0
free	4.0
popular	2.0
200	1.0
ua	1.0
henry	1.0
getting	84.0
motivation	3.0
efficient	1.0
become	6.0
nice	43.0
forgive	4.0
guess	35.0
weirdly	1.0
sand	2.0
wellbut	1.0
accordingly	1.0
m	40.0
looser	1.0
loud	92.0
ditch	1.0
rabies	1.0
uff	6.0
nervous	1.0
silly	22.0
bliss	2.0
loooossst	1.0
howz	1.0
youtube	1.0
stop	207.0
messenger	5.0
particularly	1.0
possible	4.0
spelling	2.0
euro	1.0
tomorrow	15.0
seriousness	1.0
jst	6.0
frm	3.0
captain	1.0
daughters	2.0
triumph	1.0
kinds	2.0
things	54.0
celebrate	4.0
tab	1.0
responds	1.0
mee	8.0
conversions	1.0
solution	2.0
